# ,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
5442,151019656,1,7950000,33,27,6,0.07873743580692424,7,1,1,0,0,5,5,0
5443,151074912,3,7950000,56,38,5,0.08036602184785611,17,1,1,0,0,3,5,0
5444,150324499,2,7950000,45,28,6,0.18397527628583854,5,0,0,0,0,4,9,0
5445,150321264,2,7950000,45,28,6,0.18397527628583854,15,1,0,0,0,4,9,0
5446,150494856,3,7956360,73,73,NaN,0.25561552126005715,15,1,0,0,0,17,17,1
5447,145417856,1,7990000,36,19,8,0.10033253721126488,10,1,0,0,0,1,17,0
5448,150355638,2,7990000,40,27,7,0.10439914285975084,10,0,0,0,0,5,12,0
5449,151132652,1,8000000,37,18,6,0.16349521728433206,5,1,0,0,0,16,17,0
5450,43372092,3,8000000,80,42,12,0.22049829620441633,26,0,0,0,0,7,17,0
5451,148328160,3,8000000,56,38,6,0.2163181548415421,5,1,0,0,0,5,5,0
5452,149775284,1,8000000,32,21,6,0.06415513658819832,NaN,NaN,0,0,0,1,12,0
5453,151043970,2,8000000,45,32,7,0.11578175280695631,5,0,0,0,0,4,12,0
5454,149895029,2,8000000,53,32,12,0.231986179451818,4,1,0,0,0,6,12,0
5455,148951743,3,8000000,61,42,9,0.19001024443711084,25,1,0,0,0,5,12,0
5456,150989618,2,8000000,43,28,6,0.10429012848035786,15,1,0,0,0,7,9,0
5457,149922330,3,8000000,59,43,6,0.10330487698289445,15,1,0,0,0,1,9,0
5458,150967204,2,8028380,56,19,11,0.16277708630164026,7,0,1,0,0,7,7,1
5459,150689584,2,8039944,63,31,10,0.20545936343630425,15,1,0,0,0,23,31,1
5460,150575189,1,5850000,39,19,1,0.22278032503937917,NaN,NaN,0,0,0,9,9,0
5461,41460521,4,36500000,141,102,20,0.10654971700408035,13,1,0,0,0,5,13,0
5462,150227447,3,10000000,73,43,10,0.18904014522331397,8,1,0,0,0,9,17,0
5463,150967141,2,8042640,56,13,7,0.16277708630164026,7,0,1,0,0,2,7,1
5464,151090873,1,8045596,39,NaN,NaN,0.10140211675724459,7,1,0,0,0,1,22,1
5465,150851617,1,8075680,39,16,12,0.10140211675724459,2,1,1,0,0,2,21,1
5466,151090777,1,8088112,36,NaN,NaN,0.10140211675724459,7,1,0,0,0,9,21,1
5467,142830226,3,8100000,75,45,10,0.2509974258494481,10,0,1,0,0,13,17,0
5468,148002719,2,8100000,36,25,6,0.09383585765606803,7,1,0,0,0,3,9,0
5469,148310814,1,8100000,37,16,10,0.10781344946828202,7,1,0,0,0,9,17,0
5470,150967012,1,8132800,52,33,1,0.16277708630164026,7,0,1,0,0,1,7,1
5471,150967037,2,8151660,53,16,7,0.16277708630164026,7,0,1,0,0,1,7,1
5472,151090847,1,8176197,41,NaN,NaN,0.10140211675724459,7,1,0,0,0,2,20,1
5473,150631166,2,8180000,54,32,9,0.23481122258114645,4,1,0,0,0,12,15,0
5474,150690502,1,8189903,59,20,22,0.20545936343630425,15,1,0,0,0,8,23,1
5475,150689661,2,8193851,73,40,12,0.20545936343630425,15,1,0,0,0,12,31,1
5476,150808702,3,8200000,49,34,6,0.16527852714811395,7,1,0,0,0,4,9,0
5477,139468829,3,8200000,51,35,6,0.16527852714811395,7,1,0,0,0,8,9,0
5478,150131601,2,8200000,49,34,7,0.1402071104268657,13,1,0,0,0,10,12,0
5479,150118355,3,8200000,58,42,6,0.183757306382767,15,1,0,0,0,5,9,0
5480,150892775,3,8200000,80,50,9,0.2196562050465472,12,0,0,0,0,14,14,0
5481,150781544,2,8200000,58,30,12,0.23562961112061045,7,1,0,0,0,11,14,0
5482,48029409,2,8200000,42,26,5,0.07123034837799085,18,1,0,0,0,2,5,0
5483,150544368,1,8200000,42,21,10,0.0719790533061531,15,1,0,0,0,2,3,0
5484,150209558,2,8200000,53,32,9,0.23419777518296092,9,1,0,0,0,13,17,0
5485,150047451,1,8219299,40,16,12,0.10140211675724459,2,1,1,0,0,4,22,1
5486,151051566,2,8230000,53,39,11,0.16277708630164026,5,0,0,0,0,4,7,1
5487,150197647,3,8234400,56,43,5,0.13616239420945225,7,0,0,0,0,4,19,1
5488,51374469,1,12700000,39,20,10,0.14600893858545422,24,1,0,0,0,24,37,0
5489,149434169,3,9500000,54,36,6,0.07285319484312168,9,1,0,0,0,8,9,0
5490,147865407,3,39000000,85,56,12,0.10251443219688613,2,1,1,0,0,6,10,0
5491,150197668,3,8249000,56,43,5,0.13616239420945225,7,0,0,0,0,7,19,1
5492,151031990,3,8290000,82,42,10,0.2525705373234413,15,0,0,0,0,9,17,0
5493,51889169,2,8300000,60,32,10,0.21252678579240383,3,1,0,0,0,2,8,0
5494,149489396,3,8300000,53,35,6,0.15985757583252175,17,1,0,0,0,5,9,0
5495,150998465,2,8300000,55,30,12,0.21089540139711707,6,0,0,0,0,11,12,0
5496,149558674,2,8300000,41,27,6,0.0982795417411498,3,1,0,0,0,5,8,0
5497,151131737,1,8300000,38,20,10,0.14094103482609524,16,1,0,0,0,14,22,0
5498,150967195,2,8347850,59,13,8,0.16277708630164026,7,0,1,0,0,6,7,1
5499,150529626,2,8353000,53,53,2,0.13712963911441675,11,1,0,0,0,9,15,1
5500,150586193,2,8390000,44,31,6,0.07198758471327325,10,0,1,0,0,1,5,0
5501,150967113,2,8395920,58,15,8,0.16277708630164026,7,0,1,0,0,7,7,1
5502,149966447,1,8399000,38,20,10,0.13506404980026962,17,1,0,0,0,3,22,0
5503,148834940,2,8400000,46,30,6,0.06258290363070469,5,1,0,0,0,4,5,0
5504,50202085,1,8400000,42,20,8,0.1345859332406244,15,1,0,0,0,6,17,0
5505,4236563,2,8400000,55,31,12,0.21102705747285036,6,1,0,0,0,3,12,0
5506,150561980,2,8400000,60,34,10,0.2214539906080944,3,1,0,0,0,2,17,0
5507,150801546,3,8400000,51,34,6,0.18521560481355434,7,1,0,0,0,2,9,0
5508,150946075,2,8400000,48,29,6,0.13602050646005628,10,0,0,0,0,10,14,0
5509,149579299,2,8500000,52,32,9,0.19491476235229138,6,1,0,0,0,11,17,0
5510,150899627,2,8500000,59,26,11,0.21950835362566326,10,1,0,0,0,13,13,0
5511,51898154,2,8500000,40,30,5,0.07548897563519148,7,1,0,0,0,2,4,0
5512,150127418,2,8500000,60,26,11,0.21534090769812272,7,1,0,0,0,4,14,0
5513,149394070,1,8500000,38,18,8,0.10351311418970255,15,1,1,0,0,4,14,0
5514,151078120,2,8500000,45,28,6,0.06958910714077199,10,1,0,0,0,2,9,0
5515,150187068,3,8500000,75,44,13,0.25158713537629707,15,0,0,0,0,10,10,0
5516,142067922,2,6500375,58,31,10,0.25561552126005715,15,1,1,0,0,5,17,1
5517,150866342,3,17500000,100,80,20,0.0726442392736687,8,1,0,0,0,9,9,0
5518,150314738,1,9900000,38,20,8,0.09828415568366226,8,1,0,0,0,9,17,0
5519,147349134,1,8500000,38,19,8,0.1095040365587034,10,1,0,0,0,14,17,0
5520,148886771,3,8500000,55,37,5,0.10385844555860804,2,1,0,0,0,4,5,0
5521,149449619,3,8500000,75,46,10,0.15652090311089661,20,0,0,0,0,1,16,0
5522,149777527,1,8500000,38,19,7,0.09996157552105076,8,1,0,0,0,15,17,0
5523,148888063,2,8500000,45,29,6,0.10198382941648089,5,1,0,0,0,3,9,0
5524,150961200,2,8500000,38,23,7,0.11631963931018406,17,1,0,0,0,9,9,0
5525,150136439,1,8500000,37,27,6,0.08783543699470574,16,1,1,0,0,7,16,0
5526,149014638,3,8500000,76,54,9,0.18222304543731524,12,1,0,0,0,1,14,0
5527,147845634,1,8500000,33,17,7,0.08441272163750183,3,1,0,0,0,3,4,0
5528,150689781,2,8503293,72,40,12,0.20545936343630425,15,1,0,0,0,26,31,1
5529,39858269,2,8559000,58,34,10,0.21842950969237146,6,1,0,0,0,11,14,0
5530,150967112,2,8568144,59,15,9,0.16277708630164026,7,0,1,0,0,7,7,1
5531,149542007,3,8600000,59,42,6,0.18623319257224447,21,1,0,0,0,6,9,0
5532,150735648,3,8600000,64,46,6,0.15976023665058356,20,1,0,0,0,5,9,0
5533,150701670,1,8600000,39,20,9,0.15678333656116028,2,0,0,0,0,18,22,0
5534,149778991,3,8600000,81,54,10,0.25047781770059263,NaN,NaN,0,0,0,16,17,0
5535,149383040,2,8600000,37,24,8,0.130514702722145,7,1,0,0,0,7,9,0
5536,49870784,2,8650000,44,28,6,0.10408157569258175,8,1,0,0,0,8,9,0
5537,151137778,3,8650000,60,38,6,0.18493183551095113,9,1,0,0,0,7,9,0
5538,148900746,2,8650000,50,29,8,0.18309075838187358,12,1,0,0,0,6,14,0
5539,151079516,3,8650000,65,48,6,0.14485413167061897,16,1,0,0,0,1,9,0
5540,143782243,3,8700000,64,39,NaN,0.1914667275963387,3,0,0,0,0,9,9,0
5541,149480686,2,8700000,32,20,8,0.07947197910615936,10,1,1,0,0,2,5,0
5542,150290561,2,8700000,46,31,7,0.14380570085448896,14,1,0,0,0,7,14,0
5543,150473276,2,8700000,43,28,7,0.1008210377780834,15,1,1,0,0,3,8,0
5544,149792469,1,6759885,35,17,10,0.10140211675724459,2,1,1,0,0,2,19,1
5545,150380863,3,32450000,129,72,17,0.11523801307836687,10,1,0,0,0,8,18,0
5546,149204754,2,12500000,48,30,8,0.06565146443797104,10,1,0,0,0,8,8,0
5547,150967070,2,8749200,63,13,7,0.16277708630164026,7,0,1,0,0,4,7,1
5548,18681046,2,8750000,46,30,6,0.09547662116900885,2,1,1,0,0,6,9,0
5549,150866444,2,8794000,49,31,9,0.11218331959186602,22,1,0,0,0,2,12,0
5550,150967096,2,8798328,62,15,13,0.16277708630164026,7,0,1,0,0,6,7,1
5551,150638478,3,8800000,54,41,5,0.07460837974551068,20,1,1,0,0,9,9,0
5552,149271203,1,8800000,45,21,9,0.1851740175295942,5,1,0,0,0,14,22,0
5553,150293483,2,8800000,54,33,9,0.08673184621377726,9,1,0,0,0,1,5,0
5554,150967058,2,8811576,62,19,11,0.16277708630164026,7,0,1,0,0,3,7,1
5555,149923067,3,8890000,63,38,8,0.1871246168029493,19,1,0,0,0,5,9,0
5556,151101709,1,8900000,31,19,5,0.11655085136990398,12,1,0,0,0,7,8,0
5557,144264733,1,8900000,38,19,7,0.09621163598364872,12,1,0,0,0,12,17,0
5558,147554652,1,8900000,38,20,10,0.13506404980026962,10,1,0,0,0,2,22,0
5559,149432620,2,8900000,58,30,12,0.24366907675626653,9,1,0,0,0,5,7,0
5560,144337706,3,8900000,59,44,6,0.183757306382767,18,1,0,0,0,8,9,0
5561,138805552,3,8900000,75,49,10,0.25047781770059263,NaN,NaN,0,0,0,7,17,0
5562,47489492,1,8900000,39,17,11,0.07685568740080712,17,1,0,0,0,2,24,0
5563,38173240,3,8900000,54,37,5,0.10623944178340665,3,1,0,0,0,2,5,0
5564,51861929,2,8900000,54,32,9,0.22366782241675306,5,1,0,0,0,8,14,0
5565,150851632,1,8918908,41,17,12,0.10140211675724459,2,1,1,0,0,22,22,1
5566,150967071,2,8949760,64,15,12,0.16277708630164026,7,0,1,0,0,4,7,1
5567,151029639,3,8950000,64,44,8,0.218839199995913,15,1,0,0,0,7,16,0
5568,143016618,3,8967876,81,48,12,0.25561552126005715,15,1,1,0,0,5,17,1
5569,149450098,3,8990000,75,46,9,0.18170954146453416,5,1,0,0,0,12,14,0
5570,149960346,2,8990000,52,30,10,0.19320077747010236,5,1,0,0,0,5,17,0
5571,150713533,2,9000000,55,34,9,0.21419818140742902,2,1,0,0,0,11,12,0
5572,150257500,4,40000000,180,97,17,0.13929386389088094,20,1,0,0,0,25,28,0
5573,149757838,2,24676000,99,42,18,0.11561171133086127,10,1,0,0,0,11,40,0
5574,36500212,1,4591569,38,18,11,0.25561552126005715,15,1,1,0,0,2,17,1
5575,150407021,2,9000000,45,32,5,0.1100759295234454,20,1,0,0,0,4,5,0
5576,150614508,3,9000000,85,50,11,0.2535519339087207,20,0,0,0,0,5,24,0
5577,150087054,2,9000000,40,22,7,0.06415513658819832,NaN,NaN,0,0,0,5,12,0
5578,150323281,2,9000000,46,28,7,0.14666122598031736,10,1,0,0,0,12,12,0
5579,150151387,2,9000000,45,29,6,0.14553144362593645,1,1,0,0,0,4,9,0
5580,151145183,3,9000000,60,43,6,0.16513720501586376,5,1,0,0,0,9,9,0
5581,150403649,1,9000000,36,19,8,0.07970990709849046,10,1,1,0,0,10,12,0
5582,151120248,1,8999999,48,29,11,0.0666577881875056,8,1,0,0,0,4,17,0
5583,149816764,2,9000000,58,35,12,0.23279324165372978,8,1,0,0,0,14,14,0
5584,150967085,2,9036792,64,15,8,0.16277708630164026,7,0,1,0,0,5,7,1
5585,150197788,3,9058900,57,39,6,0.13616239420945225,7,0,0,0,0,10,19,1
5586,147728282,3,9100000,74,44,10,0.2164409548621759,2,1,0,0,0,5,17,0
5587,39574199,2,9100000,54,36,10,0.07258814541542265,8,1,0,0,0,7,14,0
5588,150815271,2,9100000,75,34,10,0.2164409548621759,1,1,0,0,0,5,17,0
5589,150967142,2,9137900,68,20,18,0.16277708630164026,7,0,1,0,0,2,7,1
5590,149420305,1,9140000,48,21,11,0.0666577881875056,15,1,0,0,0,4,22,0
5591,149661206,4,9200000,62,40,16,0.1785866265823156,12,0,0,0,0,7,9,0
5592,150416683,2,9200000,53,32,10,0.145769558623362,7,1,0,0,0,4,16,0
5593,149455222,1,9200000,48,35,8,0.0726442392736687,10,1,1,0,0,1,9,0
5594,150716733,3,9200000,58,43,6,0.16105264731649196,4,1,0,0,0,2,9,0
5595,150595769,2,9200000,56,32,10,0.17629395283857802,8,1,0,0,0,10,16,0
5596,149643336,2,9200000,55,32,9,0.17093747111751623,5,1,0,0,0,11,16,0
5597,150188249,2,9200000,57,32,10,0.19086546217440736,2,0,0,0,0,4,17,0
5598,150967044,2,9210120,70,16,13,0.16277708630164026,7,0,1,0,0,2,7,1
5599,150967159,2,9218032,67,20,18,0.16277708630164026,7,0,1,0,0,3,7,1
5600,149204754,2,12500000,48,30,8,0.06565146443797104,10,1,0,0,0,8,8,0
5601,150892306,5,42000000,150,121,15,0.149334070041133,1,0,1,0,0,13,14,0
5602,149487357,3,23300000,73,45,11,0.10731918340376306,10,1,1,0,0,5,9,0
5603,151072705,3,9250000,60,43,6,0.16294947222083858,18,1,0,0,0,4,9,0
5604,148825223,1,9250000,39,19,8,0.09570358741996213,7,1,0,0,0,11,17,0
5605,150972149,2,9250000,63,31,10,0.1740833636653753,12,1,0,0,0,9,22,0
5606,150895350,3,9260000,75,47,10,0.2392287466761671,3,1,0,0,0,5,14,0
5607,150967202,2,9285376,66,7,7,0.16277708630164026,7,0,1,0,0,7,7,1
5608,150690023,3,9291310,84,43,14,0.20545936343630425,15,1,0,0,0,15,31,1
5609,149561502,1,9299000,50,25,9,0.16754162326314972,10,1,0,0,0,14,16,0
5610,23167278,3,9300000,60,38,6,0.16513720501586376,5,1,0,0,0,8,9,0
5611,150861336,3,9300000,64,46,7,0.19065692873339762,16,1,0,0,0,7,12,0
5612,150977809,2,9300000,60,34,13,0.24206529219665499,5,1,0,0,0,7,17,0
5613,151121668,1,9300000,38,19,8,0.08030427333866079,7,1,0,0,0,2,17,0
5614,151077223,2,9300000,54,32,9,0.17093747111751623,12,1,0,0,0,10,16,0
5615,150262136,2,9300000,54,32,9,0.177246472926406,8,1,0,0,0,13,16,0
5616,150331123,2,9300000,48,29,8,0.12793635953571134,10,1,1,0,0,1,9,0
5617,150265677,2,9300000,54,32,10,0.17629395283857802,7,1,0,0,0,7,16,0
5618,150690594,2,9338681,67,29,20,0.20545936343630425,15,1,0,0,0,20,23,1
5619,150690027,3,9349702,85,43,14,0.20545936343630425,15,1,0,0,0,18,31,1
5620,150762116,1,9350000,39,17,9,0.08035783236405913,3,1,0,0,0,7,19,0
5621,150967082,2,9350880,66,16,9,0.16277708630164026,7,0,1,0,0,5,7,1
5622,150400022,3,9400000,77,45,10,0.24744499677675713,14,1,0,0,0,7,10,0
5623,26645866,3,9400000,82,44,11,0.24112035037642282,8,1,0,0,0,5,9,0
5624,150967068,2,9426228,69,16,13,0.16277708630164026,7,0,1,0,0,4,7,1
5625,139323060,2,9450000,53,22,12,0.1442836205639797,16,1,0,0,0,11,16,0
5626,150884285,2,9450000,59,29,11,0.17700159151388994,15,1,0,0,0,12,17,0
5627,147490591,1,9500000,45,20,12,0.13494034173830316,15,1,0,0,0,10,22,0
5628,150290244,2,13900000,54,30,10,0.13954391550064124,NaN,NaN,1,0,0,5,17,0
5629,151070040,4,227130136,267,209,NaN,0.06481555586469767,12,1,1,0,0,2,6,0
5630,149487357,3,23300000,73,45,11,0.10731918340376306,10,1,1,0,0,5,9,0
5631,150571654,1,9500000,38,18,8,0.1634495132224356,15,1,1,0,0,10,16,0
5632,148473625,2,9500000,36,22,6,0.06208650783101284,3,1,1,0,0,10,11,0
5633,151063790,3,9500000,52,40,6,0.10931684669002437,20,1,0,0,0,4,5,0
5634,151137738,3,9500000,65,43,11,0.18855127937579702,15,1,0,0,0,6,12,0
5635,149703474,3,9500000,63,43,8,0.16098928890535058,6,1,0,0,0,1,12,0
5636,149391126,2,9500000,61,35,8,0.08565264297644257,12,1,1,0,0,3,5,0
5637,150892598,3,9500000,63,43,7,0.09158627590774784,15,1,0,0,0,9,9,0
5638,150710447,2,9500000,36,22,6,0.06208650783101284,2,1,0,0,0,10,11,0
5639,150497770,3,9500000,84,50,10,0.25318041777643335,15,0,0,0,0,17,24,0
5640,150690707,2,9566933,68,30,22,0.20545936343630425,15,1,0,0,0,13,23,1
5641,150197804,3,9585000,63,36,11,0.13616239420945225,7,0,0,0,0,13,19,1
5642,150496986,3,9600000,65,44,6,0.17223336564107258,5,1,0,0,0,9,9,0
5643,147971356,3,9600000,64,43,6,0.18493183551095113,9,1,0,0,0,8,9,0
5644,149390161,3,9600000,70,49,6,0.17929814078302903,10,1,0,0,0,9,9,0
5645,150690006,3,9605058,93,47,15,0.20545936343630425,15,1,0,0,0,4,31,1
5646,150967108,2,9676744,68,14,7,0.16277708630164026,7,0,1,0,0,7,7,1
5647,149252240,1,9696645,52,33,10,0.11285241965350531,3,1,0,0,0,5,20,0
5648,150650481,2,9700000,52,30,12,0.11412078874618081,10,1,0,0,0,11,17,0
5649,150650475,2,9700000,52,30,12,0.11412078874618081,10,1,0,0,0,11,17,0
5650,150650479,2,9700000,52,30,12,0.11412078874618081,10,1,0,0,0,11,17,0
5651,150650472,2,9700000,52,30,12,0.11412078874618081,10,1,0,0,0,11,17,0
5652,150914098,3,9700000,80,60,10,0.21449906950858869,5,1,0,0,0,9,17,0
5653,150091740,1,9700000,41,20,10,0.1699132937355136,9,0,0,0,0,20,22,0
5654,150976212,2,9730000,63,32,1,0.16371396740672609,3,0,0,0,0,3,7,0
5655,150967144,3,9788800,76,15,9,0.16277708630164026,7,0,1,0,0,2,7,1
5656,150067284,2,22000000,87,43,20,0.14600893858545422,21,1,1,0,0,5,40,0
5657,148071546,2,11950000,51,30,8,0.08213941436393524,10,1,0,0,0,2,14,0
5658,149487357,3,23300000,73,45,11,0.10731918340376306,10,1,1,0,0,5,9,0
5659,149252257,1,9790408,51,35,11,0.11285241965350531,3,1,0,0,0,9,20,0
5660,145349630,1,9800000,38,19,7,0.09621163598364872,12,1,0,0,0,9,17,0
5661,150637725,3,9800000,74,45,10,0.2202960528993913,3,1,0,0,0,17,17,0
5662,145410528,3,9800000,82,49,8,0.2429035718388039,5,1,0,0,0,3,7,0
5663,150738275,3,9800000,58,44,6,0.07935404508057863,8,0,1,0,0,4,5,0
5664,37352998,2,9800000,38,26,8,0.09421737494883918,7,0,0,0,0,6,12,0
5665,149092687,2,9800000,54,32,9,0.1637832587935982,10,1,0,0,0,16,16,0
5666,148909359,1,9800000,41,19,1,0.07685568740080712,15,1,0,0,0,13,24,0
5667,37618366,3,9850000,50,33,6,0.11522593941058065,5,1,0,0,0,9,9,0
5668,149455279,2,9850000,54,32,9,0.15288521751121173,5,1,0,0,0,11,17,0
5669,146942249,3,9900000,74,46,10,0.22195883065751337,5,1,0,0,0,11,14,0
5670,151128810,3,9900000,65,44,7,0.18521560481355434,4,0,0,0,0,3,9,0
5671,149760705,2,9900000,52,31,9,0.15911499396050532,2,1,0,0,0,9,16,0
5672,139188888,3,9900000,61,43,6,0.16781720066683065,7,1,0,0,0,4,9,0
5673,149335958,3,9900000,62,43,7,0.18855127937579702,2,0,0,0,0,12,12,0
5674,47156692,2,9900000,52,32,9,0.14974824605400364,5,1,0,0,0,2,16,0
5675,150132235,2,9900000,52,31,8,0.16120377643668873,10,1,0,0,0,16,17,0
5676,144441034,4,9950000,64,47,6,0.15724632036155814,5,0,0,0,0,7,9,0
5677,149944473,2,9950000,54,33,8,0.07839451059002872,16,1,0,0,0,4,5,0
5678,149412407,2,9950000,55,34,9,0.1763281533659655,7,1,0,0,0,6,17,0
5679,150957692,2,9970000,54,32,10,0.18027142543190758,6,1,0,0,0,10,16,0
5680,149882341,3,9990000,75,44,10,0.24299993204742074,10,1,0,0,0,9,12,0
5681,21245969,3,9990000,74,45,10,0.2419188576598616,10,1,0,0,0,2,8,0
5682,149967937,1,9990000,41,20,10,0.11806468479206851,12,1,0,0,0,6,17,0
5683,149423348,3,9990000,78,41,9,0.17700159151388994,7,0,0,0,0,1,16,0
5684,150965503,3,41000000,98,65,20,0.09944434397616496,23,1,1,0,0,12,53,0
5685,150352105,4,78000000,147,90,45,0.18030278370466057,15,1,0,0,0,4,35,0
5686,150297840,3,34000000,98,70,2,0.09944434397616496,23,1,1,0,0,7,53,0
5687,149554284,1,3600000,37,21,9,0.4569872898432199,25,0,0,0,0,7,12,0
5688,150966972,1,3642280,34,15,8,0.23938727736128357,10,0,0,0,0,24,25,1
5689,150966803,1,3756660,38,14,10,0.23938727736128357,10,0,0,0,0,3,21,1
5690,151064228,1,3820656,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,7,25,1
5691,150923479,1,3828836,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,3,25,1
5692,150966749,1,3841914,38,14,10,0.23938727736128357,10,0,0,0,0,3,25,1
5693,150966779,1,3857004,38,14,10,0.23938727736128357,10,0,0,0,0,5,25,1
5694,150966299,1,3872992,38,14,10,0.23938727736128357,10,0,0,0,0,6,25,1
5695,150966799,1,3881148,38,14,10,0.23938727736128357,10,0,0,0,0,11,21,1
5696,151064248,1,3885172,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,19,25,1
5697,150923579,1,3885184,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,6,25,1
5698,150966666,1,3885184,38,14,10,0.23938727736128357,10,0,0,0,0,6,25,1
5699,150415529,1,3890000,37,21,10,0.347012907818213,15,0,0,0,0,9,12,0
5700,150966718,1,3893220,38,14,10,0.23938727736128357,10,0,0,0,0,17,21,1
5701,151064189,1,3893312,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,6,25,1
5702,151064192,1,3896360,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,8,25,1
5703,150966647,1,3904488,38,14,10,0.23938727736128357,10,0,0,0,0,10,25,1
5704,151064149,1,3906520,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,9,25,1
5705,150923526,1,3940866,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,15,25,1
5706,150966807,1,3940866,38,14,10,0.23938727736128357,10,0,0,0,0,14,25,1
5707,151064197,1,3949074,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,12,25,1
5708,150923518,1,3951126,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,13,25,1
5709,150966951,1,3951126,38,14,10,0.23938727736128357,10,0,0,0,0,15,25,1
5710,150923527,1,3957282,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,15,25,1
5711,150966794,1,3957282,38,14,10,0.23938727736128357,10,0,0,0,0,3,16,1
5712,147634431,1,15537597,46,46,1,0.0903511371121037,21,1,0,0,0,7,13,1
5713,150735346,2,8200000,47,32,8,0.11277972018962497,20,1,0,0,0,1,12,0
5714,150542014,2,21999999,80,38,17,0.1710577130364157,17,1,0,0,0,4,22,0
5715,150966717,1,3959334,38,14,10,0.23938727736128357,10,0,0,0,0,13,25,1
5716,150966547,1,3961386,38,14,10,0.23938727736128357,10,0,0,0,0,18,25,1
5717,150966614,1,3969594,38,14,10,0.23938727736128357,10,0,0,0,0,17,25,1
5718,150966872,1,4049066,38,14,10,0.23938727736128357,10,0,0,0,0,23,25,1
5719,151064176,1,4052204,38,NaN,NaN,0.23938727736128357,5,0,0,0,0,23,25,1
5720,150457683,1,4064358,35,22,1,0.25868070079472705,NaN,NaN,0,0,0,8,19,1
5721,150966776,1,4113694,38,14,10,0.23938727736128357,10,0,0,0,0,6,16,1
5722,150966943,1,4124354,38,14,10,0.23938727736128357,10,0,0,0,0,10,16,1
5723,149958193,1,4137523,36,14,10,0.25868070079472705,15,0,0,0,0,3,9,1
5724,150966709,1,4154436,38,14,10,0.23938727736128357,10,0,0,0,0,12,16,1
5725,150966721,1,4165196,38,14,10,0.23938727736128357,10,0,0,0,0,14,16,1
5726,150513381,1,4200000,34,20,7,0.35146146625434044,NaN,NaN,1,0,0,2,5,0
5727,151107045,1,4272443,38,15,10,0.25868070079472705,15,0,0,0,0,3,19,1
5728,149958058,1,4336882,36,14,10,0.25868070079472705,15,0,0,0,0,8,11,1
5729,149342963,1,4350000,21,13,3,0.22094384892241556,10,0,1,0,0,5,9,0
5730,50305513,1,4400000,28,17,5,0.1700140290906861,10,0,1,0,0,1,5,0
5731,150605946,1,4404580,38,15,10,0.2564015921523305,NaN,NaN,0,0,0,2,17,1
5732,151107107,1,4487239,38,15,9,0.25868070079472705,15,0,0,0,0,4,12,1
5733,149881026,1,4500000,33,19,6,0.23470457339057532,10,0,0,0,0,5,9,0
5734,147510772,1,4500000,26,17,4,0.1700140290906861,20,1,1,0,0,1,5,0
5735,148314136,1,4500000,32,19,6,0.25295608463456887,15,0,1,0,0,3,4,0
5736,149299110,1,4500000,31,20,6,0.21503097823581124,5,0,0,0,0,1,5,0
5737,150650527,1,4650000,37,20,9,0.23380756500517644,10,0,0,0,0,1,16,0
5738,3123146,1,4650000,26,17,5,0.166923859711697,10,0,1,0,0,4,5,0
5739,149877184,1,4700000,32,19,6,0.18519034359396214,NaN,NaN,1,0,0,5,5,0
5740,150338409,2,12103000,66,36,15,0.12965602285142927,7,1,0,0,0,2,22,1
5741,150108933,5,38000000,122,92,9,0.009207507613352671,2,1,1,0,0,2,4,0
5742,149886367,4,25776000,161,120,15,0.1842341610642551,10,0,0,0,0,3,7,0
5743,150187748,1,4700000,37,14,11,0.25717380092546194,10,1,0,0,0,2,16,1
5744,149686044,1,4735260,33,16,8,0.23110142214761314,10,0,0,0,0,6,25,1
5745,149724073,1,4750000,30,16,6,0.1995079296776187,15,1,0,0,0,4,5,0
5746,150459678,1,4754920,26,15,1,0.2004177964369677,29,1,0,0,0,4,24,1
5747,150784968,1,4800000,31,19,5,0.25865034563566874,12,0,1,0,0,3,5,0
5748,150733287,1,4800000,37,15,10,0.25868070079472705,10,0,0,0,0,12,16,1
5749,150447578,1,4850000,38,19,8,0.2373613099337174,NaN,NaN,0,0,0,7,14,0
5750,150921945,1,4850000,38,19,8,0.2373613099337174,10,0,0,0,0,11,17,0
5751,149861291,2,4900000,47,30,12,0.3591821977788601,18,0,0,0,0,9,17,0
5752,148565666,1,4916808,26,10,6,0.20054777105878993,10,0,0,0,0,7,10,1
5753,147000062,1,4939860,33,16,8,0.23110142214761314,10,0,0,0,0,23,25,1
5754,150418438,1,4990000,27,16,6,0.1700140290906861,7,0,1,0,0,2,5,0
5755,143122285,1,4990000,30,18,6,0.22707183096159175,15,1,0,0,0,4,5,0
